category, question, rightAnswer, answers (variable column size)
"Geografía","¿Cuál es la ciudad más alta del mundo?","0","La Paz","Kathmandu","Lhasa","Quito"
"Geografía","¿En qué país se encuentra el Monte Everest?","1","India","Nepal","China","Tíbet"
"Geografía","¿Cuál es la capital de Italia?","0","Roma","París","Londres","Madrid"
"Geografía","¿En qué ciudad se encuentra la Torre de Pisa?","3","Roma","Venecia","Florencia","Pisa"
"Geografía","¿Cuál es la capital de Alemania?","2","Madrid","Roma","Berlín","París"
"Geografía","¿En qué país se encuentra la Gran Muralla China?","1","Japón","China","India","Corea del Sur"
"Geografía","¿En qué continente se encuentra Australia?","2","Europa","Asia","Oceanía","África"
"Geografía","¿Cuál es la capital de Francia?","1","Londres","París","Madrid","Roma"
"Geografía","¿En qué país se encuentra la ciudad de Machu Picchu?","0","Perú","Chile","Argentina","Bolivia"
"Geografía","¿Cuál es el país más grande de Europa?","0","Rusia","Francia","España","Alemania"
"Geografía","¿En qué país se encuentra la ciudad de Machu Picchu?","0","Perú","Chile","Argentina","Brasil"
"Geografía","¿En qué país se encuentra la ciudad de Machu Picchu?","0","Perú","Chile","Argentina","Brasil"
"Geografía","¿Cuál es la capital de Canadá?","2","Toronto","Montreal","Ottawa","Vancouver"
"Geografía","¿Cuál es la capital de Colombia?","0","Bogotá","Lima","Buenos Aires","Santiago"
"Geografía","¿Cuál es la capital de Argentina?","0","Buenos Aires","Santiago","Lima","Caracas"
"Geografía","¿En qué país se encuentra la Torre Eiffel?","0","Francia","Italia","España","Alemania"
"Geografía","¿Cuál es la capital de Estados Unidos?","0","Washington D.C.","Nueva York","Los Ángeles","Miami"
"Geografía","¿Cuál es el país más poblado del mundo?","0","China","India","Estados Unidos","Indonesia"
"Deportes y Ocio","¿En qué deporte se utiliza una raqueta para golpear una pelota?","0","Tenis","Fútbol","Baloncesto","Golf"
"Deportes y Ocio","¿Quién es considerado el mejor jugador de baloncesto de todos los tiempos?","0","Michael Jordan","LeBron James","Kobe Bryant","Magic Johnson"
"Deportes y Ocio","¿En qué año se celebraron los primeros Juegos Olímpicos modernos?","0","1896","1900","1920","1860"
"Deportes y Ocio","¿En qué país se originó el tango, un baile tradicional latinoamericano?","0","Argentina","Brasil","México","Colombia"
"Deportes y Ocio","¿En qué país se originó el fútbol, el deporte más popular del mundo?","1","Brasil","Inglaterra","Argentina","España"
"Deportes y Ocio","¿Cuál es el nombre del principal personaje de la serie de televisión 'Breaking Bad'?","0","Walter White","Jesse Pinkman","Saul Goodman","Skyler White"
"Deportes y Ocio","¿Cuál es el nombre del famoso mago creado por la escritora J.K. Rowling?","0","Harry Potter","Ron Weasley","Hermione Granger","Severus Snape"
"Deportes y Ocio","¿Quién escribió la obra 'Cien años de soledad'?","0","Gabriel García Márquez","Mario Vargas Llosa","Carlos Fuentes","Julio Cortázar"
"Deportes y Ocio","¿En qué ciudad se encuentra el famoso estadio de fútbol Santiago Bernabéu?","0","Madrid","Barcelona","Buenos Aires","Roma"
"Deportes y Ocio","¿En qué deporte se enfrentan dos luchadores en un ring?","0","Boxeo","Tenis","Baloncesto","Natación"
"Deportes y Ocio","¿En qué país se originó el famoso baile de salsa?","0","Cuba","Colombia","Puerto Rico","República Dominicana"
"Deportes y Ocio","¿En qué deporte se utiliza un bate para golpear una pelota?","0","Béisbol","Fútbol","Baloncesto","Tenis"
"Deportes y Ocio","¿En qué ciudad se celebran los famosos carnavales de Río de Janeiro?","0","Río de Janeiro","São Paulo","Buenos Aires","Madrid"
"Deportes y Ocio","¿Quién es el autor de la famosa novela 'Don Quijote de la Mancha'?","0","Miguel de Cervantes","William Shakespeare","Gabriel García Márquez","Friedrich Nietzsche"
"Deportes y Ocio","¿Cuál es el nombre del personaje principal de la serie 'Stranger Things'?","0","Eleven","Mike","Will","Dustin"
"Deportes y Ocio","¿En qué deporte se utiliza un palo y una pelota para golpearla en un hoyo?","0","Golf","Tenis","Fútbol","Baloncesto"
"Deportes y Ocio","¿Cuál es el nombre del famoso pintor español conocido por su estilo surrealista?","1","Pablo Picasso","Salvador Dalí","Vincent van Gogh","Leonardo Da Vinci"
"Deportes y Ocio","¿En qué año se inauguraron los primeros Juegos Olímpicos de la era moderna?","0","1896","1900","1920","1940"
"Deportes y Ocio","¿Cuál es el nombre de la famosa cantante colombiana conocida por canciones como 'Hips Don't Lie' y 'La Tortura'?","0","Shakira","Beyoncé","Rihanna","Adele"
"Deportes y Ocio","¿En qué año se inauguraron los primeros Juegos Olímpicos de la era moderna?","0","1896","1900","1912","1924"
"Deportes y Ocio","¿Cuál es el nombre del personaje principal de la serie de televisión 'The Simpsons'?","0","Homer","Bart","Lisa","Marge"
"Deportes y Ocio","¿Cuál es el apellido del presidente de Estados Unidos que fue conocido por su famosa frase 'Sí, podemos'?","0","Obama","Trump","Clinton","Bush"
"Deportes y Ocio","¿En qué deporte se utiliza una raqueta para golpear una pelota?","0","Tenis","Fútbol","Baloncesto","Golf"
"Deportes y Ocio","¿Cuál es el nombre del pintor español conocido por su cuadro 'Guernica'?","0","Pablo Picasso","Vincent van Gogh","Leonardo da Vinci","Frida Kahlo"
"Deportes y Ocio","¿En qué ciudad se encuentra la famosa torre inclinada de Pisa?","2","Roma","Florencia","Pisa","Milán"
"Deportes y Ocio","¿En qué deporte se utilizan guantes y un casco protector?","0","Boxeo","Natación","Tenis","Fútbol"
"Deportes y Ocio","¿En qué deporte se utiliza un casco protector y guantes?","1","Fútbol","Boxeo","Tenis","Natación"
"Entretenimiento","¿Cuál de las siguientes películas de Pixar se estrenó primero?","0","Toy Story","Buscando a Nemo","Los Increíbles","Up"
"Entretenimiento","¿Quién es el protagonista de la serie de TV 'Breaking Bad'?","0","Walter White","Jesse Pinkman","Saul Goodman","Skyler White"
"Entretenimiento","¿Cuál es el nombre del actor que interpretó a Jack Sparrow en la saga de 'Piratas del Caribe'?","0","Johnny Depp","Orlando Bloom","Brad Pitt","Tom Cruise"
"Entretenimiento","¿En qué año se estrenó la película 'Titanic'?","0","1997","1995","1999","2001"
"Entretenimiento","¿En qué año se estrenó la primera película de la saga 'Star Wars'?","0","1977","1983","1991","2002"
"Entretenimiento","¿Cuál es el nombre del actor que interpreta a Iron Man en las películas de Marvel?","2","Chris Evans","Chris Hemsworth","Robert Downey Jr.","Mark Ruffalo"
"Entretenimiento","¿Cuál es el nombre del director de la película 'El Laberinto del Fauno'?","0","Guillermo del Toro","Alfonso Cuarón","Alejandro González Iñárritu","Pedro Almodóvar"
"Entretenimiento","¿En qué película de Disney aparece el personaje Simba?","1","La Sirenita","El Rey León","La Bella y la Bestia","Aladdín"
"Entretenimiento","¿Quién es el creador de la serie de TV 'Friends'?","2","Steven Spielberg","J.J. Abrams","David Crane","Jerry Seinfeld"
"Entretenimiento","¿Cuál de las siguientes películas ganó el premio Óscar a Mejor Película en 2019?","0","Parasite","Joker","1917","Once Upon a Time in Hollywood"
"Entretenimiento","¿Quién interpretó el papel de Hermione Granger en las películas de Harry Potter?","0","Emma Watson","Emma Stone","Emma Roberts","Emma Thompson"
"Entretenimiento","¿En qué año se estrenó la película 'El Rey León' de Disney?","0","1994","1997","2001","2004"
"Entretenimiento","¿Cuál es el nombre del director de la película 'El Padrino'?","0","Francis Ford Coppola","Martin Scorsese","Steven Spielberg","Quentin Tarantino"
"Entretenimiento","¿Quién es el director de la película 'El Señor de los Anillos: La Comunidad del Anillo'?","0","Peter Jackson","Christopher Nolan","Steven Spielberg","Quentin Tarantino"
"Entretenimiento","¿En qué película de Quentin Tarantino aparece el personaje de Jules Winnfield?","0","Pulp Fiction","Kill Bill","Django Unchained","Reservoir Dogs"
"Entretenimiento","¿Quién interpretó el personaje de Katniss Everdeen en la saga de 'Los Juegos del Hambre'?","0","Jennifer Lawrence","Emma Stone","Scarlett Johansson","Natalie Portman"
"Entretenimiento","¿Quién es el protagonista de la serie de TV 'Breaking Bad'?","0","Walter White","Jesse Pinkman","Saul Goodman","Hank Schrader"
"Entretenimiento","¿Cómo se llama la actriz que interpreta a Daenerys Targaryen en la serie 'Juego de Tronos'?","0","Emilia Clarke","Sophie Turner","Maisie Williams","Kit Harington"
"Entretenimiento","¿Cuál es el nombre del actor que interpreta a Tony Stark en las películas de Marvel?","0","Robert Downey Jr.","Chris Hemsworth","Chris Evans","Mark Ruffalo"
"Entretenimiento","¿En qué año se estrenó la película 'El Rey León' de Disney?","0","1994","1996","1998","2000"
"Entretenimiento","¿Cuál de las siguientes series de TV fue creada por Matt Groening?","0","Los Simpson","Padre de Familia","Bob Esponja","South Park"
"Entretenimiento","¿Cuál es el nombre del protagonista de la serie de TV 'The Walking Dead'?","0","Rick Grimes","Negan","Daryl Dixon","Glenn Rhee"
"Entretenimiento","¿Cuál es el nombre del actor que interpretó a Jack Sparrow en la saga de 'Piratas del Caribe'?","0","Johnny Depp","Orlando Bloom","Keanu Reeves","Brad Pitt"
"Entretenimiento","¿En qué año se estrenó la película 'Titanic'?","0","1997","1995","1999","1996"
"Entretenimiento","¿Cuál de las siguientes películas de Pixar se estrenó primero?","0","Toy Story","Buscando a Nemo","Los Increíbles","Monsters, Inc."
"Entretenimiento","¿En qué serie de TV aparece el personaje de Walter White?","0","Breaking Bad","Friends","Juego de Tronos","Stranger Things"
"Entretenimiento","¿Cuál es el nombre del actor que interpretó a Jack Sparrow en la saga de 'Piratas del Caribe'?","0","Johnny Depp","Orlando Bloom","Geoffrey Rush","Keira Knightley"
"Historia","¿Quién fue el primer presidente de los Estados Unidos?","2","Thomas Jefferson","Benjamin Franklin","George Washington","John Adams"
"Historia","¿En qué año comenzó la Revolución Francesa?","1","1776","1789","1812","1799"
"Historia","¿Cuál fue la capital del Imperio Romano?","0","Roma","Atenas","Cartago","Constantinopla"
"Historia","¿Quién fue el líder de la Revolución Cubana?","0","Fidel Castro","Che Guevara","José Martí","Camilo Cienfuegos"
"Historia","¿Quién fue el primer emperador romano?","2","Julio César","Nerón","Augusto","Constantino"
"Historia","¿En qué año se firmó el Tratado de Versalles, poniendo fin a la Primera Guerra Mundial?","0","1919","1921","1914","1923"
"Historia","¿Cuál fue la fecha de la Declaración de Independencia de los Estados Unidos?","0","4 de julio de 1776","5 de septiembre de 1781","12 de junio de 1799","2 de agosto de 1805"
"Historia","¿Quién fue el emperador de Francia durante el siglo XIX?","1","Napoleón Bonaparte","Napoleón III","Luis XVIII","Carlos X"
"Historia","¿En qué año se produjo la caída del Muro de Berlín?","0","1989","1991","1993","1985"
"Historia","¿Qué famoso líder político argentino fue conocido como 'El Che'?","2","Eva Perón","Juan Domingo Perón","Che Guevara","Mauricio Macri"
"Historia","¿Quién fue el líder de la Revolución Mexicana?","3","Emiliano Zapata","Porfirio Díaz","Pancho Villa","Francisco Madero"
"Historia","¿En qué año comenzó la Guerra de Independencia de México?","0","1810","1821","1836","1848"
"Historia","¿Cuál fue el nombre de la primera civilización de la historia?","1","Egipto","Mesopotamia","China","Grecia"
"Historia","¿En qué año se promulgó la Constitución de los Estados Unidos?","3","1776","1789","1791","1787"
"Historia","¿En qué país nació Simón Bolívar?","0","Venezuela","Colombia","Argentina","Ecuador"
"Historia","¿Quién fue el líder de la Revolución Rusa de 1917?","0","Lenin","Stalin","Trotsky","Kerensky"
"Historia","¿En qué año se firmó el Tratado de Tordesillas?","0","1494","1521","1556","1610"
"Historia","¿Quién fue el conquistador español que lideró la expedición que resultó en la conquista de México?","0","Hernán Cortés","Francisco Pizarro","Pedro de Alvarado","Diego de Almagro"
"Historia","¿En qué año se proclamó la independencia de Argentina?","0","1816","1821","1835","1843"
"Historia","¿Quién fue la primera mujer en recibir el Premio Nobel de la Paz?","3","Marie Curie","Rigoberta Menchú","Mother Teresa","Jane Addams"
"Historia","¿Qué presidente de Estados Unidos fue conocido como 'el padre de la patria'?","0","George Washington","Abraham Lincoln","Thomas Jefferson","John F. Kennedy"
"Historia","¿Quién fue el líder de la Revolución Cubana?","0","Fidel Castro","Che Guevara","Camilo Cienfuegos","Raul Castro"
"Historia","¿Quién fue el líder de la Revolución Mexicana?","3","Emiliano Zapata","Francisco Villa","Miguel Hidalgo","Francisco Madero"
"Historia","¿En qué año se produjo la caída del Muro de Berlín?","0","1989","1991","1978","2000"
"Historia","¿En qué año se produjo la caída del Muro de Berlín?","0","1989","1991","1979","2001"
"Historia","¿Cuál fue el nombre de la primera civilización de la historia?","0","Mesopotamia","Egipto","China","India"
"Historia","¿En qué año se proclamó la independencia de Argentina?","1","1806","1816","1826","1836"
"Historia","¿Quién fue el líder de la Revolución Mexicana?","2","Emiliano Zapata","Pancho Villa","Venustiano Carranza","Porfirio Díaz"
"Historia","¿Quién fue el líder de la Revolución Mexicana?","2","Emiliano Zapata","Francisco Villa","Venustiano Carranza","Porfirio Díaz"
"Historia","¿Quién fue el líder de la Revolución Mexicana?","1","Emiliano Zapata","Pancho Villa","Porfirio Díaz","Francisco Madero"
"Historia","¿En qué año se proclamó la independencia de Argentina?","0","1816","1821","1830","1845"
"Arte y Literatura","¿Quién pintó el famoso cuadro 'La noche estrellada'?","0","Vincent van Gogh","Pablo Picasso","Leonardo da Vinci","Salvador Dalí"
"Arte y Literatura","¿Qué escritor colombiano ganó el Premio Nobel de Literatura en 1982?","0","Gabriel García Márquez","Julio Cortázar","Mario Vargas Llosa","Pablo Neruda"
"Arte y Literatura","¿Qué pintor español es conocido por su obra 'Guernica'?","0","Pablo Picasso","Diego Rivera","Salvador Dalí","Joan Miró"
"Arte y Literatura","¿Quién escribió 'Cien años de soledad'?","0","Gabriel García Márquez","Mario Vargas Llosa","Isabel Allende","Julio Cortázar"
"Arte y Literatura","¿En qué ciudad se encuentra el Museo del Louvre?","0","París","Londres","Nueva York","Madrid"
"Arte y Literatura","¿Quién fue el autor de la famosa obra 'Don Quijote de la Mancha'?","0","Miguel de Cervantes","Gabriel García Márquez","Pablo Picasso","Frida Kahlo"
"Arte y Literatura","¿Quién fue el famoso arquitecto catalán conocido por su estilo modernista?","0","Antoni Gaudí","Pablo Picasso","Diego Rivera","Salvador Dalí"
"Arte y Literatura","¿Cuál es la famosa novela de Gabriel García Márquez que narra la historia de la familia Buendía en Macondo?","0","Cien años de soledad","El amor en los tiempos del cólera","Crónica de una muerte anunciada","El coronel no tiene quien le escriba"
"Arte y Literatura","¿Quién es el pintor español conocido por su serie de pinturas 'Las meninas'?","1","Pablo Picasso","Diego Velázquez","Salvador Dalí","Francisco de Goya"
"Arte y Literatura","En la obra 'La casa de Bernarda Alba', ¿quién es el personaje principal?","0","Bernarda Alba","Adela","Poncia","María Josefa"
"Arte y Literatura","¿Cuál es la novela más conocida de Miguel de Cervantes?","0","Don Quijote de la Mancha","La Celestina","La Regenta","El Lazarillo de Tormes"
"Arte y Literatura","¿Cuál es el nombre completo del famoso pintor conocido como Picasso?","0","Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Cipriano de la Santísima Trinidad Ruiz y Picasso","Pablo Diego José Francisco de Paula Juan Nepomuceno de Jesús María de los Remedios Cipriano de la Santísima Trinidad Ruiz y Picasso","Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Cipriano de la Santísima Trinidad Ruiz","Pablo Diego José Francisco de Paula de Jesús María de los Remedios Cipriano de la Santísima Trinidad Ruiz y Picasso"
"Arte y Literatura","¿Qué escritor español ganó el Premio Nobel de Literatura en 1977?","3","Gabriel García Márquez","Pablo Neruda","Miguel Delibes","Mario Vargas Llosa"
"Arte y Literatura","¿Quién fue el autor de la famosa obra 'La metamorfosis'?","0","Franz Kafka","Gabriel García Márquez","Virginia Woolf","Eduardo Galeano"
"Arte y Literatura","¿Quién escribió el poema épico 'La Ilíada'?","0","Homero","Virgilio","Ovidio","Dante Alighieri"
"Arte y Literatura","¿Quién fue el autor de 'El retrato de Dorian Gray'?","0","Oscar Wilde","William Shakespeare","Friedrich Nietzsche","Jane Austen"
"Arte y Literatura","¿Qué escritor y dramaturgo español es conocido por su obra 'La casa de Bernarda Alba'?","0","Federico García Lorca","Miguel de Cervantes","Gabriel García Márquez","Marcel Proust"
"Arte y Literatura","¿Quién es el autor de 'El principito'?","0","Antoine de Saint-Exupéry","Julio Cortázar","Gabriel García Márquez","Mario Vargas Llosa"
"Arte y Literatura","¿Quién pintó 'Las Meninas'?","1","Pablo Picasso","Diego Velázquez","Salvador Dalí","Francisco de Goya"
"Arte y Literatura","¿Qué pintor neerlandés es conocido por su serie de autorretratos?","2","Vincent van Gogh","Johannes Vermeer","Rembrandt","Pablo Picasso"
"Arte y Literatura","¿Cuál es la obra más famosa del pintor italiano Leonardo da Vinci?","0","La Mona Lisa","La Última Cena","La Primavera","David"
"Arte y Literatura","¿Quién escribió la obra 'La Odisea'?","0","Homero","Platón","Aristóteles","Sófocles"
"Arte y Literatura","¿Quién fue el autor de 'La noche estrellada'?","0","Vincent van Gogh","Pablo Picasso","Leonardo da Vinci","Salvador Dalí"
"Arte y Literatura","¿Quién es el autor de 'La divina comedia'?","1","Miguel de Cervantes","Dante Alighieri","William Shakespeare","Julio Cortázar"
"Arte y Literatura","¿Quién fue el autor de 'El jardín de las delicias'?","1","Pablo Picasso","Hieronymus Bosch","Vincent van Gogh","Salvador Dalí"
"Arte y Literatura","¿Quién escribió el famoso libro 'Don Quijote de la Mancha'?","0","Miguel de Cervantes","Gabriel García Márquez","Pablo Picasso","Leonardo da Vinci"
"Arte y Literatura","¿En qué país nació el pintor Salvador Dalí?","0","España","Francia","Italia","México"
"Arte y Literatura","¿Quién fue el autor del 'Guernica'?","0","Pablo Picasso","Salvador Dalí","Diego Rivera","Vincent van Gogh"
"Arte y Literatura","¿Quién fue el compositor de la famosa obra 'Las Cuatro Estaciones'?","0","Antonio Vivaldi","Ludwig van Beethoven","Wolfgang Amadeus Mozart","Johann Sebastian Bach"
"Ciencia y Naturaleza","¿Qué planeta es conocido como el planeta rojo?","0","Marte","Júpiter","Venus","Mercurio"
"Ciencia y Naturaleza","¿Cuál es la parte del cuerpo humano encargada de bombear la sangre?","2","Cerebro","Pulmón","Corazón","Estómago"
"Ciencia y Naturaleza","¿Cuál es el elemento más abundante en la corteza terrestre?","2","Oxígeno","Hierro","Silicio","Aluminio"
"Ciencia y Naturaleza","¿Quién descubrió la gravedad al observar una manzana caer de un árbol?","0","Isaac Newton","Albert Einstein","Galileo Galilei","Nikola Tesla"
"Ciencia y Naturaleza","¿Cuál es el animal terrestre más grande del mundo?","2","Elefante","Rinoceronte","Jirafa","Oso polar"
"Ciencia y Naturaleza","¿Cuál es el proceso mediante el cual las plantas producen su propia comida?","0","Fotosíntesis","Respiración","Digestión","Fermentación"
"Ciencia y Naturaleza","¿Cuál es el nombre de la galaxia en la que se encuentra la Tierra?","0","Vía Láctea","Andrómeda","Centauro","Sombrero"
"Ciencia y Naturaleza","¿Cuál es la velocidad de la luz en el vacío?","0","299,792,458 m/s","300,000,000 m/s","200,000,000 m/s","250,000,000 m/s"
"Ciencia y Naturaleza","¿Cuál es la temperatura en la que el agua hierve?","0","100 grados Celsius","50 grados Celsius","0 grados Celsius","200 grados Celsius"
"Ciencia y Naturaleza","¿Cuál es el órgano más grande del cuerpo humano?","1","El hígado","La piel","El corazón","Los pulmones"
"Ciencia y Naturaleza","¿Cuál es la capital de España?","0","Madrid","Barcelona","Valencia","Sevilla"
"Ciencia y Naturaleza","¿Quién fue el primer ser humano en llegar a la Luna?","0","Neil Armstrong","Buzz Aldrin","Michael Collins","Yuri Gagarin"
"Ciencia y Naturaleza","¿Cuál es la fórmula química del agua?","0","H2O","CO2","NaCl","O2"
"Ciencia y Naturaleza","¿Cuál es el ave nacional de Estados Unidos?","0","El águila calva","El cóndor","El búho","El pelícano"
"Ciencia y Naturaleza","¿Dónde se encuentra el ADN en las células?","0","En el núcleo","En el citoplasma","En la membrana celular","En las mitocondrias"
"Ciencia y Naturaleza","¿Cuál es el animal más grande del mundo?","0","Ballena azul","Elefante africano","Abeja reina","León"
"Ciencia y Naturaleza","¿Qué científico propuso la teoría de la relatividad?","1","Isaac Newton","Albert Einstein","Galileo Galilei","Stephen Hawking"
"Ciencia y Naturaleza","¿Cuál es la principal causa del cambio climático en la actualidad?","0","La emisión de gases de efecto invernadero","La actividad volcánica","El deshielo de los polos","La deforestación"
"Ciencia y Naturaleza","¿Cuál es el gas más abundante en la atmósfera terrestre?","0","Nitrógeno","Oxígeno","Dióxido de carbono","Argón"
"Ciencia y Naturaleza","¿Dónde se encuentra el Monte Everest, la montaña más alta del mundo?","0","En Nepal y China","En Argentina","En Australia","En Estados Unidos"
"Ciencia y Naturaleza","¿Cuál es el proceso mediante el cual las plantas producen su propia comida?","0","Fotosíntesis","Respiración","Digestión","Evasión"
"Ciencia y Naturaleza","¿Cuál es el proceso mediante el cual las plantas producen su propia comida?","0","Fotosíntesis","Respiración","Digestión","Excreción"
"Ciencia y Naturaleza","¿Qué científico propuso la teoría de la relatividad?","1","Isaac Newton","Albert Einstein","Galileo Galilei","Marie Curie"
"Ciencia y Naturaleza","¿Cuál es el proceso mediante el cual las plantas producen su propia comida?","0","Fotosíntesis","Respiración","Digestión","Transpiración"
"Ciencia y Naturaleza","¿Cuál es el proceso mediante el cual las plantas producen su propia comida?","0","Fotosíntesis","Respiración","Digestión","Transpiración"
"Ciencia y Naturaleza","¿Cuál es la principal causa del cambio climático en la actualidad?","0","Emisiones de gases de efecto invernadero","Deforestación","Contaminación del aire","Uso de combustibles fósiles"
"Ciencia y Naturaleza","¿Cuál es el ave nacional de Estados Unidos?","0","Águila calva","Colibrí","Loro","Buitre"
"Ciencia y Naturaleza","¿Cuál es el ave nacional de Estados Unidos?","0","Águila calva","Colibrí","Búho","Pavo real"
"Ciencia y Naturaleza","¿Cuál es el ave nacional de Estados Unidos?","0","Águila calva","Colibrí","Búho","Pavo"
"Ciencia y Naturaleza","¿Dónde se encuentra el río Amazonas, el río más caudaloso del mundo?","0","América del Sur","África","Asia","Europa"
"Ciencia y Naturaleza","¿Cuál es el ave nacional de Estados Unidos?","0","Águila calva","Búho real","Colibrí","Cóndor"
